,Entity,Year,Literacy_Rate,Military_Spendings,GDP_Per_Capita,Child_Mortality_Rate,GDP,HDI,Life_Expectancy,Obesity_Rate
803,Eastern Europe,2007,,,14610.564355468749,,5910703584051.199,,,
804,Eastern Europe,2008,,,15414.1392578125,,6233775721676.8,,,
805,Eastern Europe,2009,,,16217.71416015625,,6556847859302.4,,,
806,Eastern Europe,2010,,,17021.2890625,,6879919996928.0,,,
807,Eastern Europe,2011,,,17425.466145833332,,7049279089322.667,,,
808,Eastern Europe,2012,,,17829.643229166668,,7218638181717.333,,,
809,Eastern Europe,2013,,,18233.8203125,,7387997274112.0,,,
810,Eastern Europe,2014,,,18637.99739583333,,7557356366506.667,,,
811,Eastern Europe,2015,,,19042.174479166668,,7726715458901.333,,,
812,Eastern Europe,2016,,,19446.3515625,,7896074551296.0,,,
813,Eastern Europe,2017,,,20115.830078125,,8166882410496.0,,,
814,Eastern Europe,2018,,,20680.5859375,,8404875083776.0,,,
815,Eastern Mediterranean,1975,,,,,,,,5.1
816,Eastern Mediterranean,1976,,,,,,,,5.3
817,Eastern Mediterranean,1977,,,,,,,,5.5
818,Eastern Mediterranean,1978,,,,,,,,5.7
819,Eastern Mediterranean,1979,,,,,,,,5.9
820,Eastern Mediterranean,1980,,,,,,,,6.1
821,Eastern Mediterranean,1981,,,,,,,,6.3
822,Eastern Mediterranean,1982,,,,,,,,6.6
823,Eastern Mediterranean,1983,,,,,,,,6.8
824,Eastern Mediterranean,1984,,,,,,,,7.1
825,Eastern Mediterranean,1985,,,,,,,,7.4
826,Eastern Mediterranean,1986,,,,,,,,7.7
827,Eastern Mediterranean,1987,,,,,,,,7.9
828,Eastern Mediterranean,1988,,,,,,,,8.2
829,Eastern Mediterranean,1989,,,,,,,,8.5
830,Eastern Mediterranean,1990,,,,,,,,8.8
831,Eastern Mediterranean,1991,,,,,,,,9.1
832,Eastern Mediterranean,1992,,,,,,,,9.4
833,Eastern Mediterranean,1993,,,,,,,,9.6
834,Eastern Mediterranean,1994,,,,,,,,9.9
835,Eastern Mediterranean,1995,,,,,,,,10.2
836,Eastern Mediterranean,1996,,,,,,,,10.5
837,Eastern Mediterranean,1997,,,,,,,,10.8
838,Eastern Mediterranean,1998,,,,,,,,11.1
839,Eastern Mediterranean,1999,,,,,,,,11.5
840,Eastern Mediterranean,2000,,,,,,,,11.8
841,Eastern Mediterranean,2001,,,,,,,,12.2
842,Eastern Mediterranean,2002,,,,,,,,12.4
843,Eastern Mediterranean,2003,,,,,,,,12.8
844,Eastern Mediterranean,2004,,,,,,,,13.3
845,Eastern Mediterranean,2005,,,,,,,,13.7
846,Eastern Mediterranean,2006,,,,,,,,14.1
847,Eastern Mediterranean,2007,,,,,,,,14.6
848,Eastern Mediterranean,2008,,,,,,,,15.1
849,Eastern Mediterranean,2009,,,,,,,,15.5
850,Eastern Mediterranean,2010,,,,,,,,16.1
851,Eastern Mediterranean,2011,,,,,,,,16.6
852,Eastern Mediterranean,2012,,,,,,,,17.1
853,Eastern Mediterranean,2013,,,,,,,,17.6
854,Eastern Mediterranean,2014,,,,,,,,18.2
855,Eastern Mediterranean,2015,,,,,,,,18.9
856,Eastern Mediterranean,2016,,,,,,,,19.5
857,Euro area,1990,,,,0.000957854684262,,,,
858,Euro area,1991,,,,0.0009163525999882,,,,
859,Euro area,1992,,,,0.000874155898811,,,,
860,Euro area,1993,,,,0.0008261923263634,,,,
861,Euro area,1994,,,,0.0007773008828324,,,,
862,Euro area,1995,,,,0.0007300174974082,,,,
863,Euro area,1996,,,,0.0006877817549282,,,,
864,Euro area,1997,,,,0.0006513650352463,,,,
865,Euro area,1998,,,,0.0006239346442217,,,,
866,Euro area,1999,,,,0.000600017876132,,,,
867,Euro area,2000,,,,0.0005802036259623,,,,
868,Euro area,2001,,,,0.0005573136446142,,,,
869,Euro area,2002,,,,0.0005374977102727,,,,
870,Euro area,2003,,,,0.0005178853776565,,,,
871,Euro area,2004,,,,0.0004996537857195,,,,
872,Euro area,2005,,,,0.0004816805799532,,,,
873,Euro area,2006,,,,0.0004652738624403,,,,
874,Euro area,2007,,,,0.000452311953737,,,,
875,Euro area,2008,,,,0.0004382935653359,,,,
876,Euro area,2009,,,,0.000430179884205,,,,
877,Euro area,2010,,,,0.0004196954545068,,,,
878,Euro area,2011,,,,0.000409294646747,,,,
879,Euro area,2012,,,,0.0004016304764575,,,,
880,Euro area,2013,,,,0.0003941257918483,,,,
881,Euro area,2014,,,,0.0003880676701907,,,,
882,Euro area,2015,,,,0.0003828063953738,,,,
883,Euro area,2016,,,,0.000380736416654,,,,
884,Euro area,2017,,,,0.0003801378466364,,,,
885,Euro area,2018,,,,0.000378616514803,,,,
886,Euro area,2019,,,,0.0003741366224569,,,,
887,Europe,1965,,178172871274.0,,,,,69.749,
888,Europe,1966,,181193901383.0,,,,,69.903,
889,Europe,1967,,187703630727.0,,,,,70.035,
890,Europe,1968,,185242763227.0,,,,,70.153,
891,Europe,1969,,187465014096.0,,,,,70.264,
892,Europe,1970,,196892638314.0,,,,,70.372,10.3
893,Europe,1971,,204178780886.0,,,,,70.476,10.3
894,Europe,1972,,218704482537.0,,,,,70.574,10.3
895,Europe,1973,,223359967797.0,,,,,70.665,10.3
896,Europe,1974,,229807674799.0,,,,,70.752,10.3
897,Europe,1975,,234237085282.0,,,,,70.836,10.3
898,Europe,1976,,237330701018.0,,,,,70.918,10.5
899,Europe,1977,,240732005924.0,,,,,71.001,10.8
900,Europe,1978,,249493601431.0,,,,,71.089,11.1
901,Europe,1979,,256579201420.0,,,,,71.186,11.3
902,Europe,1980,,264802601011.0,,,,,71.302,11.6
903,Europe,1981,,267970582934.0,,,,,71.451,11.9
904,Europe,1982,,277532586009.0,,,,,71.633,12.2
905,Europe,1983,,281586995976.0,,,,,71.844,12.5
906,Europe,1984,,284963856097.0,,,,,72.075,12.8
907,Europe,1985,,294635992866.0,,,,,72.304,13.1
908,Europe,1986,,295930345705.0,,,,,72.506,13.4
909,Europe,1987,,300207874233.0,,,,,72.662,13.7
910,Europe,1988,,582523225996.0,,,,,72.763,14.0
911,Europe,1989,,569776666809.0,,,,,72.808,14.4
912,Europe,1990,,525060736362.0,,,,,72.808,14.7
913,Europe,1991,,292083478988.0,,,,,72.781,15.0
914,Europe,1992,,329854610659.0,,,,,72.754,15.4
915,Europe,1993,,308090114619.0,,,,,72.747,15.7
916,Europe,1994,,301913079000.0,,,,,72.771,16.1
917,Europe,1995,,279420758087.0,,,,,72.827,16.4
918,Europe,1996,,278757273478.0,,,,,72.911,16.8
919,Europe,1997,,280144880515.0,,,,,73.011,17.1
920,Europe,1998,,269977512730.0,,,,,73.12,17.5
921,Europe,1999,,275207853609.0,,,,,73.239,17.8
922,Europe,2000,,284163877887.0,,,,,73.372,18.2
923,Europe,2001,,286735736486.0,,,,,73.527,18.6
924,Europe,2002,,294294884997.0,,,,,73.709,19.0
925,Europe,2003,,300697135428.0,,,,,73.924,19.3
926,Europe,2004,,304617903575.0,,,,,74.173,19.7
927,Europe,2005,,302068315565.0,,,,,74.457,20.1
928,Europe,2006,,312276199854.0,,,,,74.778,20.5
929,Europe,2007,,319999803722.0,,,,,75.129,20.9
930,Europe,2008,,328675952418.0,,,,,75.501,21.4
931,Europe,2009,,334588565128.0,,,,,75.884,21.8
932,Europe,2010,,328313632232.0,,,,,76.265,22.3
933,Europe,2011,,321894110903.0,,,,,76.634,22.7
934,Europe,2012,,325387533452.0,,,,,76.981,23.2
935,Europe,2013,,320351964795.0,,,,,77.301,23.7
936,Europe,2014,,324048264134.0,,,,,77.588,24.2
937,Europe,2015,,332819978247.0,,,,,77.839,24.8
938,Europe,2016,,346007302738.0,,,,,78.057,25.3
939,Europe,2017,,336975437302.0,,,,,78.25,25.3
940,Europe,2018,,342980342323.0,,,,,78.425,25.3
941,Europe,2019,,360540501151.0,,,,,78.587,25.3
942,Europe,2020,,374731249575.0,,,,,78.587,25.3
943,Europe & Central Asia,1990,97.260788,,,0.00307,,,,
944,Europe & Central Asia,1991,97.3492936,,,0.0030099999999999,,,,
945,Europe & Central Asia,1992,97.4377992,,,0.00296,,,,
946,Europe & Central Asia,1993,97.5263048,,,0.00291,,,,
947,Europe & Central Asia,1994,97.6148104,,,0.00283,,,,
948,Europe & Central Asia,1995,97.703316,,,0.00274,,,,
949,Europe & Central Asia,1996,97.7918216,,,0.00264,,,,
950,Europe & Central Asia,1997,97.8803272,,,0.00252,,,,
951,Europe & Central Asia,1998,97.9688328,,,0.00239,,,,
952,Europe & Central Asia,1999,98.0573384,,,0.00227,,,,
953,Europe & Central Asia,2000,98.145844,,,0.00214,,,,
954,Europe & Central Asia,2001,98.2310185,,,0.0020099999999999,,,,
955,Europe & Central Asia,2002,98.316193,,,0.00189,,,,
956,Europe & Central Asia,2003,98.4013675,,,0.00177,,,,
957,Europe & Central Asia,2004,98.486542,,,0.0016699999999999,,,,
958,Europe & Central Asia,2005,98.5717165,,,0.00157,,,,
959,Europe & Central Asia,2006,98.656891,,,0.00148,,,,
960,Europe & Central Asia,2007,98.7420655,,,0.0014,,,,
961,Europe & Central Asia,2008,98.82724,,,0.00132,,,,
962,Europe & Central Asia,2009,98.9124145,,,0.00126,,,,
963,Europe & Central Asia,2010,98.997589,,,0.0012,,,,
964,Europe & Central Asia,2011,98.997589,,,0.00115,,,,
965,Europe & Central Asia,2012,98.997589,,,0.0011,,,,
966,Europe & Central Asia,2013,98.997589,,,0.00106,,,,
967,Europe & Central Asia,2014,98.997589,,,0.00101,,,,
968,Europe & Central Asia,2015,98.997589,,,0.0009699999999999,,,,
969,Europe & Central Asia,2016,,,,0.00092,,,,
970,Europe & Central Asia,2017,,,,0.00088,,,,
971,Europe & Central Asia,2018,,,,0.00084,,,,
972,Europe & Central Asia,2019,,,,0.00081,,,,
973,Europe & Central Asia (IDA & IBRD),1990,95.9422,,,0.0044253579459202,,,,
974,Europe & Central Asia (IDA & IBRD),1991,96.0932444,,,0.0043886409250522,,,,
975,Europe & Central Asia (IDA & IBRD),1992,96.2442888,,,0.0043832125620748,,,,
976,Europe & Central Asia (IDA & IBRD),1993,96.3953332,,,0.0043651884806663,,,,
977,Europe & Central Asia (IDA & IBRD),1994,96.5463776,,,0.0043163280807946,,,,
978,Europe & Central Asia (IDA & IBRD),1995,96.697422,,,0.0042321050380418,,,,
979,Europe & Central Asia (IDA & IBRD),1996,96.8484664,,,0.0041084181076216,,,,
980,Europe & Central Asia (IDA & IBRD),1997,96.9995108,,,0.0039480832663978,,,,
981,Europe & Central Asia (IDA & IBRD),1998,97.1505552,,,0.0037665403474498,,,,
982,Europe & Central Asia (IDA & IBRD),1999,97.3015996,,,0.0035717031380162,,,,
983,Europe & Central Asia (IDA & IBRD),2000,97.452644,,,0.003364800539106,,,,
984,Europe & Central Asia (IDA & IBRD),2001,97.5964749,,,0.0031596435548852,,,,
985,Europe & Central Asia (IDA & IBRD),2002,97.7403058,,,0.0029566068448888,,,,
986,Europe & Central Asia (IDA & IBRD),2003,97.8841367,,,0.0027606202132505,,,,
987,Europe & Central Asia (IDA & IBRD),2004,98.0279676,,,0.0025819224240047,,,,
988,Europe & Central Asia (IDA & IBRD),2005,98.1717985,,,0.0024110927528458,,,,
989,Europe & Central Asia (IDA & IBRD),2006,98.3156294,,,0.0022529102042923,,,,
990,Europe & Central Asia (IDA & IBRD),2007,98.4594603,,,0.002110583397018,,,,
991,Europe & Central Asia (IDA & IBRD),2008,98.6032912,,,0.0019847375541082,,,,
992,Europe & Central Asia (IDA & IBRD),2009,98.7471221,,,0.0018714396656694,,,,
993,Europe & Central Asia (IDA & IBRD),2010,98.890953,,,0.0017716466017345,,,,
994,Europe & Central Asia (IDA & IBRD),2011,98.890953,,,0.001681808455812,,,,
995,Europe & Central Asia (IDA & IBRD),2012,98.890953,,,0.0015961272922278,,,,
996,Europe & Central Asia (IDA & IBRD),2013,98.890953,,,0.0015200700742036,,,,
997,Europe & Central Asia (IDA & IBRD),2014,98.890953,,,0.0014373404370702,,,,
998,Europe & Central Asia (IDA & IBRD),2015,98.890953,,,0.001359754421803,,,,
999,Europe & Central Asia (IDA & IBRD),2016,,,,0.0012850559983616,,,,
1000,Europe & Central Asia (IDA & IBRD),2017,,,,0.0012201538177574,,,,
1001,Europe & Central Asia (IDA & IBRD),2018,,,,0.0011595022728854,,,,
1002,Europe & Central Asia (IDA & IBRD),2019,,,,0.0011072489999378,,,,
1003,Europe & Central Asia (excluding high income),1990,95.567757,,,0.0046676555006679,,,,
1004,Europe & Central Asia (excluding high income),1991,95.732822,,,0.004633917953311,,,,
1005,Europe & Central Asia (excluding high income),1992,95.897887,,,0.0046344386536015,,,,
1006,Europe & Central Asia (excluding high income),1993,96.062952,,,0.0046206895901243,,,,
1007,Europe & Central Asia (excluding high income),1994,96.228017,,,0.0045728754528817,,,,
1008,Europe & Central Asia (excluding high income),1995,96.393082,,,0.0044865564889039,,,,
1009,Europe & Central Asia (excluding high income),1996,96.558147,,,0.0043587028842986,,,,
1010,Europe & Central Asia (excluding high income),1997,96.723212,,,0.0041903499346886,,,,
1011,Europe & Central Asia (excluding high income),1998,96.888277,,,0.0039976098213623,,,,
1012,Europe & Central Asia (excluding high income),1999,97.053342,,,0.0037872441828139,,,,
1013,Europe & Central Asia (excluding high income),2000,97.218407,,,0.0035637926067857,,,,
1014,Europe & Central Asia (excluding high income),2001,97.37653,,,0.0033421271291864,,,,
1015,Europe & Central Asia (excluding high income),2002,97.534653,,,0.0031235208360894,,,,
1016,Europe & Central Asia (excluding high income),2003,97.692776,,,0.0029131162267163,,,,
1017,Europe & Central Asia (excluding high income),2004,97.850899,,,0.002722378437661,,,,
1018,Europe & Central Asia (excluding high income),2005,98.009022,,,0.0025397413599904,,,,
1019,Europe & Central Asia (excluding high income),2006,98.167145,,,0.0023713058948687,,,,
1020,Europe & Central Asia (excluding high income),2007,98.325268,,,0.0022195427666941,,,,
1021,Europe & Central Asia (excluding high income),2008,98.483391,,,0.0020849917717129,,,,
1022,Europe & Central Asia (excluding high income),2009,98.641514,,,0.0019642833915794,,,,
1023,Europe & Central Asia (excluding high income),2010,98.799637,,,0.0018572871856025,,,,
1024,Europe & Central Asia (excluding high income),2011,98.799637,,,0.0017611019677333,,,,
1025,Europe & Central Asia (excluding high income),2012,98.799637,,,0.0016696787593167,,,,
1026,Europe & Central Asia (excluding high income),2013,98.799637,,,0.001588437488667,,,,
1027,Europe & Central Asia (excluding high income),2014,98.799637,,,0.0015005808946195,,,,
1028,Europe & Central Asia (excluding high income),2015,98.799637,,,0.0014186638540931,,,,
1029,Europe & Central Asia (excluding high income),2016,,,,0.0013394895127746,,,,
1030,Europe & Central Asia (excluding high income),2017,,,,0.001270929648597,,,,
1031,Europe & Central Asia (excluding high income),2018,,,,0.0012070067874354,,,,
1032,Europe & Central Asia (excluding high income),2019,,,,0.0011519779844401,,,,
1033,European Union,1990,,,,0.0012252546462497,,,,
1034,European Union,1991,,,,0.0011678246104694,,,,
1035,European Union,1992,,,,0.001113881549201,,,,
1036,European Union,1993,,,,0.0010552607036745,,,,
1037,European Union,1994,,,,0.0009957003616271,,,,
1038,European Union,1995,,,,0.000937298185848,,,,
1039,European Union,1996,,,,0.0008823997823942,,,,
1040,European Union,1997,,,,0.0008324797024858,,,,
1041,European Union,1998,,,,0.0007881855277234,,,,
1042,European Union,1999,,,,0.0007474958278677,,,,
1043,European Union,2000,,,,0.0007129409368999,,,,
1044,European Union,2001,,,,0.0006820368471175,,,,
1045,European Union,2002,,,,0.0006579599603089,,,,
1046,European Union,2003,,,,0.0006355204614601,,,,
1047,European Union,2004,,,,0.0006122916915149,,,,
1048,European Union,2005,,,,0.0005882458493964,,,,
1049,European Union,2006,,,,0.0005628990493549,,,,
1050,European Union,2007,,,,0.0005400065300537,,,,
1051,European Union,2008,,,,0.0005177369813431,,,,
1052,European Union,2009,,,,0.0005009895093272,,,,
1053,European Union,2010,,,,0.0004856056792153,,,,
1054,European Union,2011,,,,0.0004698424637721,,,,
1055,European Union,2012,,,,0.0004568614161364,,,,
1056,European Union,2013,,,,0.0004437652854073,,,,
1057,European Union,2014,,,,0.0004319821511712,,,,
1058,European Union,2015,,,,0.0004216267861513,,,,
1059,European Union,2016,,,,0.0004150522844291,,,,
1060,European Union,2017,,,,0.0004098146290936,,,,
1061,European Union,2018,,,,0.0004032324103115,,,,
1062,European Union,2019,,,,0.0003950281791731,,,,
1063,Former Sudan,1965,,,1568.0,,14890949632.0,,,
1064,Former Sudan,1966,,,1510.0,,14685326336.0,,,
1065,Former Sudan,1967,,,1423.0,,14218745856.0,,,
1066,Former Sudan,1968,,,1471.0,,15094603776.0,,,
1067,Former Sudan,1969,,,1521.0,,16018862080.0,,,
1068,Former Sudan,1970,,,1415.0,,15330155520.0,,,
1069,Former Sudan,1971,,,1471.0,,16393200640.0,,,
1070,Former Sudan,1972,,,1400.0,,16058082304.0,,,
1071,Former Sudan,1973,,,1243.0,,14761628672.0,,,
1072,Former Sudan,1974,,,1328.0,,16248849408.0,,,
1073,Former Sudan,1975,,,1451.0,,18306617344.0,,,
1074,Former Sudan,1976,,,1664.0,,21666025472.0,,,
1075,Former Sudan,1977,,,1857.0,,24959512576.0,,,
1076,Former Sudan,1978,,,1766.0,,24579403776.0,,,
1077,Former Sudan,1979,,,1524.0,,22018424832.0,,,
1078,Former Sudan,1980,,,1484.0,,22230499328.0,,,
1079,Former Sudan,1981,,,1466.0,,22695358464.0,,,
1080,Former Sudan,1982,,,1599.0,,25590462464.0,,,
1081,Former Sudan,1983,,,1527.0,,26098530304.0,,,
1082,Former Sudan,1984,,,1404.0,,24790659072.0,,,
1083,Former Sudan,1985,,,1274.0,,23257944064.0,,,
1084,Former Sudan,1986,,,1286.0,,24141807616.0,,,
1085,Former Sudan,1987,,,1288.0,,24696342528.0,,,
1086,Former Sudan,1988,,,1282.0,,24989327360.0,,,
1087,Former Sudan,1989,,,1353.0,,26940332032.0,,,
1088,Former Sudan,1990,,,1211.0,,24788291584.0,,,
1089,Former Sudan,1991,,,1277.689208984375,,27155904512.0,,,
1090,Former Sudan,1992,,,1336.054443359375,,29484906496.0,,,
1091,Former Sudan,1993,,,1374.3846435546875,,31375814656.0,,,
1092,Former Sudan,1994,,,1386.1075439453125,,32371679232.0,,,
1093,Former Sudan,1995,,,1467.70849609375,,35066277888.0,,,
1094,Former Sudan,1996,,,1551.857421875,,37930033152.0,,,
1095,Former Sudan,1997,,,1714.37744140625,,42866634752.0,,,
1096,Former Sudan,1998,,,1785.099609375,,45662212096.0,,,
1097,Former Sudan,1999,,,1837.498046875,,48084262912.0,,,
1098,Former Sudan,2000,,,1951.4658203125,,52241850368.0,,,
1099,Former Sudan,2001,,,2075.6220703125,,56844369920.0,,,
1100,Former Sudan,2002,,,2205.572509765625,,61793394688.0,,,
1101,Former Sudan,2003,,,2373.056884765625,,68015898624.0,,,
1102,Former Sudan,2004,,,2461.30029296875,,72168628224.0,,,
1103,Former Sudan,2005,,,2642.520751953125,,79265431552.0,,,
1104,Former Sudan,2006,,,2903.80078125,,89107406848.0,,,
1105,Former Sudan,2007,,,3233.69775390625,,101514461184.0,,,
1106,Former Sudan,2008,,,3478.8876953125,,111799623680.0,,,
1107,Former Sudan,2009,,,3580.187744140625,,118425755648.0,,,
1108,Former Sudan,2010,,,3707.302734375,,125643759616.0,,,
1109,Former Sudan,2011,,,3669.0,,126830936064.0,,,
1110,Former Sudan,2012,,,3231.0,,114031550464.0,,,
1111,Former Sudan,2013,,,3451.0,,124558041088.0,,,
1112,Former Sudan,2014,,,3531.0,,130854371328.0,,,
1113,Former Sudan,2015,,,3625.0,,138354982912.0,,,
1114,Former Sudan,2016,,,3651.0,,143475326976.0,,,
1115,Former Sudan,2017,,,3566.151611328125,,144492560384.0,,,
1116,Former Sudan,2018,,,3379.595703125,,141177896960.0,,,
1117,Fragile and conflict affected situations,1990,,,,0.0168239214301012,,,,
1118,Fragile and conflict affected situations,1991,,,,0.0166461236901709,,,,
1119,Fragile and conflict affected situations,1992,,,,0.0164590197691348,,,,
1120,Fragile and conflict affected situations,1993,,,,0.0162564186244014,,,,
1121,Fragile and conflict affected situations,1994,,,,0.016028433263048,,,,
1122,Fragile and conflict affected situations,1995,63.947193,,,0.0157638714200102,,,,
1123,Fragile and conflict affected situations,1996,63.947193,,,0.0154695133297027,,,,
1124,Fragile and conflict affected situations,1997,63.947193,,,0.0151407371867578,,,,
1125,Fragile and conflict affected situations,1998,63.947193,,,0.0147807420163203,,,,
1126,Fragile and conflict affected situations,1999,63.947193,,,0.0144075562842336,,,,
1127,Fragile and conflict affected situations,2000,63.947193,,,0.013986696745295,,,,
1128,Fragile and conflict affected situations,2001,64.3861407,,,0.0135700471000068,,,,
1129,Fragile and conflict affected situations,2002,64.8250884,,,0.0131368657854578,,,,
1130,Fragile and conflict affected situations,2003,65.2640361,,,0.0127039328463737,,,,
1131,Fragile and conflict affected situations,2004,65.7029838,,,0.0122681765561365,,,,
1132,Fragile and conflict affected situations,2005,66.1419315,,,0.0118458780045969,,,,
1133,Fragile and conflict affected situations,2006,66.5808792,,,0.0114387615435138,,,,
1134,Fragile and conflict affected situations,2007,67.0198269,,,0.0110377482875238,,,,
1135,Fragile and conflict affected situations,2008,67.4587746,,,0.0107465835226675,,,,
1136,Fragile and conflict affected situations,2009,67.8977223,,,0.0103116323666252,,,,
1137,Fragile and conflict affected situations,2010,68.33667,,,0.0101213856995189,,,,
1138,Fragile and conflict affected situations,2011,68.33667,,,0.0096892630226455,,,,
1139,Fragile and conflict affected situations,2012,68.33667,,,0.0094184327653284,,,,
1140,Fragile and conflict affected situations,2013,68.33667,,,0.009164446132468,,,,
1141,Fragile and conflict affected situations,2014,68.33667,,,0.008940108269401,,,,
1142,Fragile and conflict affected situations,2015,68.33667,,,0.0087169310509779,,,,
1143,Fragile and conflict affected situations,2016,,,,0.008502220521326,,,,
1144,Fragile and conflict affected situations,2017,,,,0.0082823693176673,,,,
1145,Fragile and conflict affected situations,2018,,,,0.0080557943128881,,,,
1146,Fragile and conflict affected situations,2019,,,,0.0078366109567233,,,,
1147,Heavily indebted poor countries (HIPC),1990,45.420242,,,0.0180606346847094,,,,
1148,Heavily indebted poor countries (HIPC),1991,46.1003251,,,0.017769531522331,,,,
1149,Heavily indebted poor countries (HIPC),1992,46.7804082,,,0.0174776447081626,,,,
1150,Heavily indebted poor countries (HIPC),1993,47.4604913,,,0.017190124014799,,,,
1151,Heavily indebted poor countries (HIPC),1994,48.1405744,,,0.0170161204689453,,,,
1152,Heavily indebted poor countries (HIPC),1995,48.8206575,,,0.0166205318483621,,,,
1153,Heavily indebted poor countries (HIPC),1996,49.5007406,,,0.0161686088412775,,,,
1154,Heavily indebted poor countries (HIPC),1997,50.1808237,,,0.015813926830625,,,,
1155,Heavily indebted poor countries (HIPC),1998,50.8609068,,,0.0154457442528205,,,,
1156,Heavily indebted poor countries (HIPC),1999,51.5409899,,,0.0149199093705839,,,,
1157,Heavily indebted poor countries (HIPC),2000,52.221073,,,0.0144039314319274,,,,
1158,Heavily indebted poor countries (HIPC),2001,52.7826823,,,0.0138635684945191,,,,
1159,Heavily indebted poor countries (HIPC),2002,53.3442916,,,0.0133005547776704,,,,
1160,Heavily indebted poor countries (HIPC),2003,53.9059009,,,0.0127379061619547,,,,
1161,Heavily indebted poor countries (HIPC),2004,54.4675102,,,0.0121863888221385,,,,
1162,Heavily indebted poor countries (HIPC),2005,55.0291195,,,0.0116602089699114,,,,
1163,Heavily indebted poor countries (HIPC),2006,55.5907288,,,0.0111662743591092,,,,
1164,Heavily indebted poor countries (HIPC),2007,56.1523381,,,0.010691269826529,,,,
1165,Heavily indebted poor countries (HIPC),2008,56.7139474,,,0.0102409947632867,,,,
1166,Heavily indebted poor countries (HIPC),2009,57.2755567,,,0.0098095769725119,,,,
1167,Heavily indebted poor countries (HIPC),2010,57.837166,,,0.009551542841598,,,,
1168,Heavily indebted poor countries (HIPC),2011,57.837166,,,0.0090224248748318,,,,
1169,Heavily indebted poor countries (HIPC),2012,57.837166,,,0.0086565574347171,,,,
1170,Heavily indebted poor countries (HIPC),2013,57.837166,,,0.0083092205902666,,,,
1171,Heavily indebted poor countries (HIPC),2014,57.837166,,,0.0079921463459167,,,,
1172,Heavily indebted poor countries (HIPC),2015,57.837166,,,0.0076959241827289,,,,
1173,Heavily indebted poor countries (HIPC),2016,,,,0.0073962370258176,,,,
1174,Heavily indebted poor countries (HIPC),2017,,,,0.0071299451969934,,,,
1175,Heavily indebted poor countries (HIPC),2018,,,,0.0068788351586033,,,,
1176,Heavily indebted poor countries (HIPC),2019,,,,0.006644827260245,,,,
1177,High income,1990,,,,0.0013,,,,
1178,High income,1991,,,,0.00124,,,,
1179,High income,1992,,,,0.00117,,,,
1180,High income,1993,,,,0.00111,,,,
1181,High income,1994,,,,0.00106,,,,
1182,High income,1995,,,,0.00101,,,,
1183,High income,1996,,,,0.0009599999999999,,,,
1184,High income,1997,,,,0.00092,,,,
1185,High income,1998,,,,0.00088,,,,
1186,High income,1999,,,,0.00085,,,,
1187,High income,2000,,,,0.00082,,,,
1188,High income,2001,,,,0.00079,,,,
1189,High income,2002,,,,0.00077,,,,
1190,High income,2003,,,,0.00075,,,,
1191,High income,2004,,,,0.00073,,,,
1192,High income,2005,,,,0.0007099999999999,,,,
1193,High income,2006,,,,0.00069,,,,
1194,High income,2007,,,,0.00067,,,,
1195,High income,2008,,,,0.00065,,,,
1196,High income,2009,,,,0.00063,,,,
1197,High income,2010,,,,0.00061,,,,
1198,High income,2011,,,,0.00059,,,,
1199,High income,2012,,,,0.00058,,,,
1200,High income,2013,,,,0.00056,,,,
1201,High income,2014,,,,0.00055,,,,
1202,High income,2015,,,,0.00054,,,,
1203,High income,2016,,,,0.00053,,,,
1204,High income,2017,,,,0.00052,,,,
1205,High income,2018,,,,0.00051,,,,
1206,High income,2019,,,,0.0005,,,,
1207,High-income,1975,,,,,,,,8.8
1208,High-income,1976,,,,,,,,9.0
1209,High-income,1977,,,,,,,,9.2
1210,High-income,1978,,,,,,,,9.5
1211,High-income,1979,,,,,,,,9.8
1212,High-income,1980,,,,,,,,10.0
1213,High-income,1981,,,,,,,,10.3
1214,High-income,1982,,,,,,,,10.6
1215,High-income,1983,,,,,,,,10.9
1216,High-income,1984,,,,,,,,11.2
1217,High-income,1985,,,,,,,,11.5
1218,High-income,1986,,,,,,,,11.8
1219,High-income,1987,,,,,,,,12.1
1220,High-income,1988,,,,,,,,12.5
1221,High-income,1989,,,,,,,,12.9
1222,High-income,1990,,,,,,,,13.2
1223,High-income,1991,,,,,,,,13.6
1224,High-income,1992,,,,,,,,14.0
1225,High-income,1993,,,,,,,,14.5
1226,High-income,1994,,,,,,,,14.9
1227,High-income,1995,,,,,,,,15.3
1228,High-income,1996,,,,,,,,15.8
1229,High-income,1997,,,,,,,,16.3
1230,High-income,1998,,,,,,,,16.8
1231,High-income,1999,,,,,,,,17.2
1232,High-income,2000,,,,,,,,17.7
1233,High-income,2001,,,,,,,,18.2
1234,High-income,2002,,,,,,,,18.7
1235,High-income,2003,,,,,,,,19.2
1236,High-income,2004,,,,,,,,19.7
1237,High-income,2005,,,,,,,,20.2
1238,High-income,2006,,,,,,,,20.7
1239,High-income,2007,,,,,,,,21.2
1240,High-income,2008,,,,,,,,21.7
1241,High-income,2009,,,,,,,,22.2
1242,High-income,2010,,,,,,,,22.7
1243,High-income,2011,,,,,,,,23.2
1244,High-income,2012,,,,,,,,23.7
1245,High-income,2013,,,,,,,,24.2
1246,High-income,2014,,,,,,,,24.8
1247,High-income,2015,,,,,,,,25.3
1248,High-income,2016,,,,,,,,25.9
1249,IBRD only,1990,73.642052,,,0.0078063713267256,,,,
