Entity,Code,Year,Low-carbon energy per capita (kWh)
Indonesia,IDN,2019,506.637
Indonesia,IDN,2020,550.067
Iran,IRN,1965,191.362
Iran,IRN,1966,200.255
Iran,IRN,1967,209.906
Iran,IRN,1968,219.796
Iran,IRN,1969,230.357
Iran,IRN,1970,241.528
Iran,IRN,1971,252.804
Iran,IRN,1972,323.278
Iran,IRN,1973,266.529
Iran,IRN,1974,285.406
Iran,IRN,1975,291.058
Iran,IRN,1976,315.874
Iran,IRN,1977,316.4
Iran,IRN,1978,479.632
Iran,IRN,1979,401.543
Iran,IRN,1980,401.155
Iran,IRN,1981,421.115
Iran,IRN,1982,424.263
Iran,IRN,1983,398.356
Iran,IRN,1984,357.435
Iran,IRN,1985,346.084
Iran,IRN,1986,397.549
Iran,IRN,1987,424.097
Iran,IRN,1988,431.551
Iran,IRN,1989,341.104
Iran,IRN,1990,363.743
Iran,IRN,1991,270.029
Iran,IRN,1992,434.953
Iran,IRN,1993,489.895
Iran,IRN,1994,316.148
Iran,IRN,1995,376.277
Iran,IRN,1996,393.023
Iran,IRN,1997,261.384
Iran,IRN,1998,325.143
Iran,IRN,1999,221.962
Iran,IRN,2000,161.591
Iran,IRN,2001,172.593
Iran,IRN,2002,327.733
Iran,IRN,2003,384.545
Iran,IRN,2004,470.304
Iran,IRN,2005,559.815
Iran,IRN,2006,705.962
Iran,IRN,2007,673.963
Iran,IRN,2008,279.419
Iran,IRN,2009,250.068
Iran,IRN,2010,370.158
Iran,IRN,2011,382.888
Iran,IRN,2012,483.554
Iran,IRN,2013,639.732
Iran,IRN,2014,618.227
Iran,IRN,2015,548.138
Iran,IRN,2016,701.281
Iran,IRN,2017,762.518
Iran,IRN,2018,580.584
Iran,IRN,2019,1084.391
Iran,IRN,2020,836.36
Iraq,IRQ,1965,23.451
Iraq,IRQ,1966,29.799
Iraq,IRQ,1967,32.929
Iraq,IRQ,1968,38.443
Iraq,IRQ,1969,40.982
Iraq,IRQ,1970,48.273
Iraq,IRQ,1971,54.17
Iraq,IRQ,1972,52.413
Iraq,IRQ,1973,73.561
Iraq,IRQ,1974,98.224
Iraq,IRQ,1975,109.594
Iraq,IRQ,1976,105.645
Iraq,IRQ,1977,126.161
Iraq,IRQ,1978,152.921
Iraq,IRQ,1979,216.204
Iraq,IRQ,1980,140.381
Iraq,IRQ,1981,120.652
Iraq,IRQ,1982,115.48
Iraq,IRQ,1983,112.494
Iraq,IRQ,1984,111.547
Iraq,IRQ,1985,108.927
Iraq,IRQ,1986,104.758
Iraq,IRQ,1987,444.251
Iraq,IRQ,1988,434.751
Iraq,IRQ,1989,424.963
Iraq,IRQ,1990,741.565
Iraq,IRQ,1991,333.093
Iraq,IRQ,1992,787.786
Iraq,IRQ,1993,902.973
Iraq,IRQ,1994,888.203
Iraq,IRQ,1995,981.52
Iraq,IRQ,1996,867.343
Iraq,IRQ,1997,856.161
Iraq,IRQ,1998,778.475
Iraq,IRQ,1999,433.569
Iraq,IRQ,2000,377.885
Iraq,IRQ,2001,421.916
Iraq,IRQ,2002,501.499
Iraq,IRQ,2003,505.246
Iraq,IRQ,2004,591.517
Iraq,IRQ,2005,488.954
Iraq,IRQ,2006,486.011
Iraq,IRQ,2007,434.566
Iraq,IRQ,2008,272.667
Iraq,IRQ,2009,256.27
Iraq,IRQ,2010,316.919
Iraq,IRQ,2011,286.725
Iraq,IRQ,2012,355.139
Iraq,IRQ,2013,359.44
Iraq,IRQ,2014,213.913
Iraq,IRQ,2015,185.147
Iraq,IRQ,2016,235.507
Iraq,IRQ,2017,148.683
Iraq,IRQ,2018,141.895
Iraq,IRQ,2019,179.801
Iraq,IRQ,2020,174.028
Ireland,IRL,1965,926.729
Ireland,IRL,1966,831.949
Ireland,IRL,1967,783.138
Ireland,IRL,1968,745.323
Ireland,IRL,1969,560.713
Ireland,IRL,1970,766.422
Ireland,IRL,1971,438.921
Ireland,IRL,1972,638.201
Ireland,IRL,1973,585.569
Ireland,IRL,1974,712.047
Ireland,IRL,1975,463.394
Ireland,IRL,1976,516.506
Ireland,IRL,1977,637.59
Ireland,IRL,1978,588.416
Ireland,IRL,1979,686.323
Ireland,IRL,1980,687.198
Ireland,IRL,1981,698.596
Ireland,IRL,1982,645.404
Ireland,IRL,1983,622.071
Ireland,IRL,1984,544.807
Ireland,IRL,1985,662.494
Ireland,IRL,1986,725.778
Ireland,IRL,1987,542.128
Ireland,IRL,1988,689.862
Ireland,IRL,1989,552.31
Ireland,IRL,1990,551.461
Ireland,IRL,1991,589.084
Ireland,IRL,1992,646.866
Ireland,IRL,1993,610.86
Ireland,IRL,1994,731.055
Ireland,IRL,1995,563.727
Ireland,IRL,1996,585.547
Ireland,IRL,1997,615.511
Ireland,IRL,1998,881.314
Ireland,IRL,1999,836.765
Ireland,IRL,2000,870.144
Ireland,IRL,2001,737.71
Ireland,IRL,2002,969
Ireland,IRL,2003,779.027
Ireland,IRL,2004,929.971
Ireland,IRL,2005,1217.009
Ireland,IRL,2006,1563.775
Ireland,IRL,2007,1716.93
Ireland,IRL,2008,2144.678
Ireland,IRL,2009,2398.556
Ireland,IRL,2010,2135.393
Ireland,IRL,2011,3061.832
Ireland,IRL,2012,2936.464
Ireland,IRL,2013,3119.425
Ireland,IRL,2014,3512.958
Ireland,IRL,2015,4273.092
Ireland,IRL,2016,4025.336
Ireland,IRL,2017,4668.873
Ireland,IRL,2018,5260.357
Ireland,IRL,2019,5974.121
Ireland,IRL,2020,6716.197
Israel,ISR,1965,0
Israel,ISR,1966,0
Israel,ISR,1967,0
Israel,ISR,1968,0
Israel,ISR,1969,0
Israel,ISR,1970,0
Israel,ISR,1971,0
Israel,ISR,1972,0
Israel,ISR,1973,0
Israel,ISR,1974,0
Israel,ISR,1975,0
Israel,ISR,1976,0
Israel,ISR,1977,0
Israel,ISR,1978,0
Israel,ISR,1979,0
Israel,ISR,1980,0
Israel,ISR,1981,1.473
Israel,ISR,1982,1.447
Israel,ISR,1983,0.712
Israel,ISR,1984,1.4
Israel,ISR,1985,1.377
Israel,ISR,1986,4.065
Israel,ISR,1987,6.666
Israel,ISR,1988,6.549
Israel,ISR,1989,1.923
Israel,ISR,1990,1.873
Israel,ISR,1991,3.632
Israel,ISR,1992,16.949
Israel,ISR,1993,14.651
Israel,ISR,1994,12.514
Israel,ISR,1995,13.174
Israel,ISR,1996,12.291
Israel,ISR,1997,12.475
Israel,ISR,1998,12.185
Israel,ISR,1999,15.737
Israel,ISR,2000,14.482
Israel,ISR,2001,9.112
Israel,ISR,2002,14.222
Israel,ISR,2003,18.659
Israel,ISR,2004,16.505
Israel,ISR,2005,16.066
Israel,ISR,2006,10.002
Israel,ISR,2007,9.31
Israel,ISR,2008,12.03
Israel,ISR,2009,36.123
Israel,ISR,2010,60.336
Israel,ISR,2011,104.183
Israel,ISR,2012,163.712
Israel,ISR,2013,188.936
Israel,ISR,2014,309.925
Israel,ISR,2015,417.774
Israel,ISR,2016,562.226
Israel,ISR,2017,552.837
Israel,ISR,2018,597.895
Israel,ISR,2019,958.791
Israel,ISR,2020,1617.088
Italy,ITA,1965,2624.196
Italy,ITA,1966,2717.556
Italy,ITA,1967,2594.136
Italy,ITA,1968,2571.291
Italy,ITA,1969,2438.226
Italy,ITA,1970,2479.756
Italy,ITA,1971,2404.796
Italy,ITA,1972,2497.347
Italy,ITA,1973,2263.653
Italy,ITA,1974,2297.219
Italy,ITA,1975,2453.17
Italy,ITA,1976,2340.493
Italy,ITA,1977,2901.092
Italy,ITA,1978,2665.705
Italy,ITA,1979,2590.98
Italy,ITA,1980,2534.39
Italy,ITA,1981,2419.138
Italy,ITA,1982,2539.509
Italy,ITA,1983,2477.114
Italy,ITA,1984,2577.341
Italy,ITA,1985,2504.144
Italy,ITA,1986,2600.882
Italy,ITA,1987,2113.36
Italy,ITA,1988,2166.123
Italy,ITA,1989,1814.78
Italy,ITA,1990,1699.485
Italy,ITA,1991,2215.82
Italy,ITA,1992,2224.687
Italy,ITA,1993,2196.23
Italy,ITA,1994,2342.091
Italy,ITA,1995,2014.191
Italy,ITA,1996,2249.945
Italy,ITA,1997,2255.57
Italy,ITA,1998,2275.231
Italy,ITA,1999,2515.933
Italy,ITA,2000,2492.997
Italy,ITA,2001,2637.07
Italy,ITA,2002,2316.782
Italy,ITA,2003,2218.029
Italy,ITA,2004,2564.057
Italy,ITA,2005,2268.787
Italy,ITA,2006,2349.116
Italy,ITA,2007,2191.065
Italy,ITA,2008,2741.226
Italy,ITA,2009,3292.021
Italy,ITA,2010,3650.021
Italy,ITA,2011,3870.923
Italy,ITA,2012,4259.164
Italy,ITA,2013,5010.354
Italy,ITA,2014,5291.574
Italy,ITA,2015,4743.679
Italy,ITA,2016,4656.296
Italy,ITA,2017,4463.054
Italy,ITA,2018,4955.496
Italy,ITA,2019,4893.729
Italy,ITA,2020,4993.531
Japan,JPN,1965,2147.096
Japan,JPN,1966,2229.396
Japan,JPN,1967,1905.968
Japan,JPN,1968,2026.242
Japan,JPN,1969,2051.395
Japan,JPN,1970,2123.753
Japan,JPN,1971,2412.859
Japan,JPN,1972,2439.55
Japan,JPN,1973,1946.197
Japan,JPN,1974,2569.21
Japan,JPN,1975,2691.198
Japan,JPN,1976,2884.253
Japan,JPN,1977,2543.926
Japan,JPN,1978,3120.772
Japan,JPN,1979,3618.439
Japan,JPN,1980,4054.656
Japan,JPN,1981,4130.437
Japan,JPN,1982,4503.4
Japan,JPN,1983,4834.494
Japan,JPN,1984,4996.78
Japan,JPN,1985,5815.018
Japan,JPN,1986,5895.01
Japan,JPN,1987,6278.688
Japan,JPN,1988,6297.416
Japan,JPN,1989,6596.404
Japan,JPN,1990,6532.693
Japan,JPN,1991,6998.635
Japan,JPN,1992,6847.23
Japan,JPN,1993,7775.177
Japan,JPN,1994,7408.974
Japan,JPN,1995,8353.573
Japan,JPN,1996,8531.752
Japan,JPN,1997,9284.573
Japan,JPN,1998,9426.457
Japan,JPN,1999,9114.143
Japan,JPN,2000,9151.948
Japan,JPN,2001,9050.965
Japan,JPN,2002,8852.399
Japan,JPN,2003,7280.347
Japan,JPN,2004,8409.984
Japan,JPN,2005,8297.002
Japan,JPN,2006,8715.884
Japan,JPN,2007,7871.322
Japan,JPN,2008,7264.647
Japan,JPN,2009,7589.771
Japan,JPN,2010,8328.478
Japan,JPN,2011,5574.568
Japan,JPN,2012,2593.753
Japan,JPN,2013,2696.7
Japan,JPN,2014,2658.682
Japan,JPN,2015,3133.668
Japan,JPN,2016,3335.159
Japan,JPN,2017,3839.595
Japan,JPN,2018,4472.521
Japan,JPN,2019,4888.374
Japan,JPN,2020,4800.968
Kazakhstan,KAZ,1985,923.907
Kazakhstan,KAZ,1986,837.896
Kazakhstan,KAZ,1987,992.698
Kazakhstan,KAZ,1988,1198.373
Kazakhstan,KAZ,1989,1257.925
Kazakhstan,KAZ,1990,1248.857
Kazakhstan,KAZ,1991,1312.972
Kazakhstan,KAZ,1992,1248.94
Kazakhstan,KAZ,1993,1386.277
Kazakhstan,KAZ,1994,1657.26
Kazakhstan,KAZ,1995,1474.975
Kazakhstan,KAZ,1996,1318.419
Kazakhstan,KAZ,1997,1225.987
Kazakhstan,KAZ,1998,1139.149
Kazakhstan,KAZ,1999,1134.001
Kazakhstan,KAZ,2000,1401.862
Kazakhstan,KAZ,2001,1495.745
Kazakhstan,KAZ,2002,1627.556
Kazakhstan,KAZ,2003,1556.046
Kazakhstan,KAZ,2004,1430.127
Kazakhstan,KAZ,2005,1371.931
Kazakhstan,KAZ,2006,1335.179
Kazakhstan,KAZ,2007,1382.318
Kazakhstan,KAZ,2008,1241.455
Kazakhstan,KAZ,2009,1124.916
Kazakhstan,KAZ,2010,1286.979
Kazakhstan,KAZ,2011,1238.867
Kazakhstan,KAZ,2012,1174.74
Kazakhstan,KAZ,2013,1163.288
Kazakhstan,KAZ,2014,1217.452
Kazakhstan,KAZ,2015,1360.123
Kazakhstan,KAZ,2016,1690.455
Kazakhstan,KAZ,2017,1610.168
Kazakhstan,KAZ,2018,1479.504
Kazakhstan,KAZ,2019,1481.229
Kazakhstan,KAZ,2020,1774.963
Kuwait,KWT,1965,0
Kuwait,KWT,1966,0
Kuwait,KWT,1967,0
Kuwait,KWT,1968,0
Kuwait,KWT,1969,0
Kuwait,KWT,1970,0
Kuwait,KWT,1971,0
Kuwait,KWT,1972,0
Kuwait,KWT,1973,0
Kuwait,KWT,1974,0
Kuwait,KWT,1975,0
Kuwait,KWT,1976,0
Kuwait,KWT,1977,0
Kuwait,KWT,1978,0
Kuwait,KWT,1979,0
Kuwait,KWT,1980,0
Kuwait,KWT,1981,0
Kuwait,KWT,1982,0
Kuwait,KWT,1983,0
Kuwait,KWT,1984,0
Kuwait,KWT,1985,0
Kuwait,KWT,1986,0
Kuwait,KWT,1987,0
Kuwait,KWT,1988,0
Kuwait,KWT,1989,0
Kuwait,KWT,1990,0
Kuwait,KWT,1991,0
Kuwait,KWT,1992,0
Kuwait,KWT,1993,0
Kuwait,KWT,1994,0
Kuwait,KWT,1995,0
Kuwait,KWT,1996,0
Kuwait,KWT,1997,0
Kuwait,KWT,1998,0
Kuwait,KWT,1999,0
Kuwait,KWT,2000,0
Kuwait,KWT,2001,0
Kuwait,KWT,2002,0
Kuwait,KWT,2003,0
Kuwait,KWT,2004,0
Kuwait,KWT,2005,0
Kuwait,KWT,2006,0
Kuwait,KWT,2007,0
Kuwait,KWT,2008,0
Kuwait,KWT,2009,0
Kuwait,KWT,2010,0
Kuwait,KWT,2011,0
Kuwait,KWT,2012,0
Kuwait,KWT,2013,0.132
Kuwait,KWT,2014,2.258
Kuwait,KWT,2015,3.36
Kuwait,KWT,2016,31.024
Kuwait,KWT,2017,42.389
Kuwait,KWT,2018,52.992
Kuwait,KWT,2019,100.493
Kuwait,KWT,2020,98.635
Latvia,LVA,1985,3206.069
Latvia,LVA,1986,3203.305
Latvia,LVA,1987,3911.489
Latvia,LVA,1988,3145.662
Latvia,LVA,1989,3760.334
Latvia,LVA,1990,4687.239
Latvia,LVA,1991,3434.004
Latvia,LVA,1992,2672.559
Latvia,LVA,1993,3093.284
Latvia,LVA,1994,3609.234
Latvia,LVA,1995,3252.309
Latvia,LVA,1996,2085.437
Latvia,LVA,1997,3345.823
Latvia,LVA,1998,4934.88
Latvia,LVA,1999,3182.564
Latvia,LVA,2000,3290.25
Latvia,LVA,2001,3321.721
Latvia,LVA,2002,2921.171
Latvia,LVA,2003,2762.352
Latvia,LVA,2004,3796.356
Latvia,LVA,2005,4079.015
Latvia,LVA,2006,3348.011
Latvia,LVA,2007,3417.46
Latvia,LVA,2008,3905.076
Latvia,LVA,2009,4345.962
Latvia,LVA,2010,4473.061
Latvia,LVA,2011,3810.197
Latvia,LVA,2012,5099.436
Latvia,LVA,2013,4423.506
Latvia,LVA,2014,3480.396
Latvia,LVA,2015,3525.783
Latvia,LVA,2016,4435.816
Latvia,LVA,2017,6998.248
Latvia,LVA,2018,4508.956
Latvia,LVA,2019,4145.49
Latvia,LVA,2020,4805.796
Lithuania,LTU,1985,7698.423
Lithuania,LTU,1986,7934.591
Lithuania,LTU,1987,7310.184
Lithuania,LTU,1988,10019.554
Lithuania,LTU,1989,12850.975
Lithuania,LTU,1990,13112.41
Lithuania,LTU,1991,13025.5
Lithuania,LTU,1992,11259.185
Lithuania,LTU,1993,9575.204
Lithuania,LTU,1994,6209.988
Lithuania,LTU,1995,9340.689
Lithuania,LTU,1996,10997.794
Lithuania,LTU,1997,9558.749
Lithuania,LTU,1998,10916.128
Lithuania,LTU,1999,8088.11
Lithuania,LTU,2000,6947.381
Lithuania,LTU,2001,9287.139
Lithuania,LTU,2002,11540.923
Lithuania,LTU,2003,12619.845
Lithuania,LTU,2004,12433.094
Lithuania,LTU,2005,8684.391
Lithuania,LTU,2006,7352.937
Lithuania,LTU,2007,8487.66
Lithuania,LTU,2008,8623.47
Lithuania,LTU,2009,9555.799
Lithuania,LTU,2010,760.385
Lithuania,LTU,2011,934.588
Lithuania,LTU,2012,1000.257
Lithuania,LTU,2013,1298.187
Lithuania,LTU,2014,1293.311
Lithuania,LTU,2015,1449.328
Lithuania,LTU,2016,1817.72
Lithuania,LTU,2017,2228.408
Lithuania,LTU,2018,1903.117
Lithuania,LTU,2019,2215.525
Lithuania,LTU,2020,2323.188
Luxembourg,LUX,1965,727.022
Luxembourg,LUX,1966,649.767
Luxembourg,LUX,1967,729.338
Luxembourg,LUX,1968,741.383
Luxembourg,LUX,1969,641.822
Luxembourg,LUX,1970,705.043
Luxembourg,LUX,1971,395.525
Luxembourg,LUX,1972,462.518
Luxembourg,LUX,1973,404.75
Luxembourg,LUX,1974,592.739
Luxembourg,LUX,1975,508.066
Luxembourg,LUX,1976,317.8
Luxembourg,LUX,1977,709.026
Luxembourg,LUX,1978,690.868
Luxembourg,LUX,1979,747.71
Luxembourg,LUX,1980,772.503
Luxembourg,LUX,1981,839.187
Luxembourg,LUX,1982,759.84
Luxembourg,LUX,1983,743.17
Luxembourg,LUX,1984,796.648
Luxembourg,LUX,1985,663.331
Luxembourg,LUX,1986,776.766
Luxembourg,LUX,1987,913.867
Luxembourg,LUX,1988,853.638
Luxembourg,LUX,1989,654.997
Luxembourg,LUX,1990,600.295
Luxembourg,LUX,1991,704.417
Luxembourg,LUX,1992,580.329
Luxembourg,LUX,1993,572.004
Luxembourg,LUX,1994,697.698
Luxembourg,LUX,1995,731.583
Luxembourg,LUX,1996,506.228
Luxembourg,LUX,1997,680.716
Luxembourg,LUX,1998,933.267
Luxembourg,LUX,1999,784.84
Luxembourg,LUX,2000,1086.886
Luxembourg,LUX,2001,1051.311
Luxembourg,LUX,2002,934.834
Luxembourg,LUX,2003,859.581
Luxembourg,LUX,2004,1169.662
Luxembourg,LUX,2005,1228.183
Luxembourg,LUX,2006,1410.089
Luxembourg,LUX,2007,1479.685
Luxembourg,LUX,2008,1535.67
Luxembourg,LUX,2009,1414.991
Luxembourg,LUX,2010,1376.001
Luxembourg,LUX,2011,1226.454
Luxembourg,LUX,2012,1494.717
Luxembourg,LUX,2013,1746.79
Luxembourg,LUX,2014,1824.908
Luxembourg,LUX,2015,1922.901
Luxembourg,LUX,2016,1984.877
Luxembourg,LUX,2017,2535.484
Luxembourg,LUX,2018,2815.41
Luxembourg,LUX,2019,3202.245
Luxembourg,LUX,2020,4076.036
Malaysia,MYS,1965,171.159
Malaysia,MYS,1966,196.344
Malaysia,MYS,1967,200.46
Malaysia,MYS,1968,216.871
Malaysia,MYS,1969,266.998
Malaysia,MYS,1970,309.038
Malaysia,MYS,1971,262.651
Malaysia,MYS,1972,283.07
Malaysia,MYS,1973,265.494
Malaysia,MYS,1974,235.399
Malaysia,MYS,1975,229.537
Malaysia,MYS,1976,211.196
Malaysia,MYS,1977,167.01
Malaysia,MYS,1978,191.344
Malaysia,MYS,1979,227.737
Malaysia,MYS,1980,283.605
Malaysia,MYS,1981,306.857
Malaysia,MYS,1982,288.441
Malaysia,MYS,1983,327.874
Malaysia,MYS,1984,631.067
Malaysia,MYS,1985,671.061
Malaysia,MYS,1986,713.433
Malaysia,MYS,1987,834.89
Malaysia,MYS,1988,934.865
Malaysia,MYS,1989,839.02
Malaysia,MYS,1990,620.375
Malaysia,MYS,1991,667.347
Malaysia,MYS,1992,626.521
Malaysia,MYS,1993,691.847
Malaysia,MYS,1994,901.431
Malaysia,MYS,1995,843.058
Malaysia,MYS,1996,685.14
Malaysia,MYS,1997,537.578
Malaysia,MYS,1998,559.836
Malaysia,MYS,1999,925.71
Malaysia,MYS,2000,905.985
Malaysia,MYS,2001,772.907
Malaysia,MYS,2002,659.128
Malaysia,MYS,2003,607.385
Malaysia,MYS,2004,660.816
Malaysia,MYS,2005,690.985
Malaysia,MYS,2006,708.685
Malaysia,MYS,2007,667.709
Malaysia,MYS,2008,833.889
Malaysia,MYS,2009,783.524
Malaysia,MYS,2010,704.708
Malaysia,MYS,2011,867.731
Malaysia,MYS,2012,953.424
Malaysia,MYS,2013,1133.193
Malaysia,MYS,2014,1219.174
Malaysia,MYS,2015,1249.214
Malaysia,MYS,2016,1728.782
Malaysia,MYS,2017,2245.727
Malaysia,MYS,2018,2231.544
Malaysia,MYS,2019,2200.856
Malaysia,MYS,2020,1787.63
Mexico,MEX,1965,557.963
Mexico,MEX,1966,617.437
Mexico,MEX,1967,651.731
Mexico,MEX,1968,725.073
Mexico,MEX,1969,745.594
Mexico,MEX,1970,809.433
Mexico,MEX,1971,762.633
Mexico,MEX,1972,788.842
Mexico,MEX,1973,815.319
Mexico,MEX,1974,822.837
Mexico,MEX,1975,731.633
Mexico,MEX,1976,808.902
Mexico,MEX,1977,874.16
Mexico,MEX,1978,724.218
Mexico,MEX,1979,799.3
Mexico,MEX,1980,730.71
Mexico,MEX,1981,1023.824
Mexico,MEX,1982,946.793
Mexico,MEX,1983,843.772
Mexico,MEX,1984,934.997
Mexico,MEX,1985,1099.227
Mexico,MEX,1986,883.87
Mexico,MEX,1987,831.341
Mexico,MEX,1988,910.094
Mexico,MEX,1989,1025.239
Mexico,MEX,1990,1076.919
Mexico,MEX,1991,1062.312
Mexico,MEX,1992,1183.596
Mexico,MEX,1993,1193.873
Mexico,MEX,1994,947.085
Mexico,MEX,1995,1286.961
Mexico,MEX,1996,1354.217
Mexico,MEX,1997,1254.24
Mexico,MEX,1998,1157.266
Mexico,MEX,1999,1390.483
Mexico,MEX,2000,1348.378
Mexico,MEX,2001,1204.35
Mexico,MEX,2002,1106.231
Mexico,MEX,2003,994.922
Mexico,MEX,2004,1087.409
Mexico,MEX,2005,1193.647
Mexico,MEX,2006,1223.289
Mexico,MEX,2007,1134.439
Mexico,MEX,2008,1371.395
Mexico,MEX,2009,1068.336
Mexico,MEX,2010,1192.455
Mexico,MEX,2011,1250.133
Mexico,MEX,2012,1134.651
Mexico,MEX,2013,1118.195
Mexico,MEX,2014,1333.737
Mexico,MEX,2015,1241.865
Mexico,MEX,2016,1227.878
Mexico,MEX,2017,1272.954
Mexico,MEX,2018,1357.54
Mexico,MEX,2019,1324.698
Mexico,MEX,2020,1498.755
Morocco,MAR,1965,236.782
Morocco,MAR,1966,200.597
Morocco,MAR,1967,173.123
Morocco,MAR,1968,191.993
Morocco,MAR,1969,242.706
Morocco,MAR,1970,233.612
Morocco,MAR,1971,258.226
Morocco,MAR,1972,265.519
Morocco,MAR,1973,194.217
Morocco,MAR,1974,213.281
Morocco,MAR,1975,158.586
Morocco,MAR,1976,152.33
Morocco,MAR,1977,203.633
Morocco,MAR,1978,206.368
Morocco,MAR,1979,225.161
Morocco,MAR,1980,210.522
Morocco,MAR,1981,138.891
Morocco,MAR,1982,75.719
Morocco,MAR,1983,62.159
Morocco,MAR,1984,46.207
Morocco,MAR,1985,60.002
Morocco,MAR,1986,77.724
Morocco,MAR,1987,97.737
Morocco,MAR,1988,108.77
Morocco,MAR,1989,131.957
Morocco,MAR,1990,136.608
Morocco,MAR,1991,134.818
Morocco,MAR,1992,104.148
Morocco,MAR,1993,47.048
Morocco,MAR,1994,87.771
Morocco,MAR,1995,62.874
Morocco,MAR,1996,198.518
Morocco,MAR,1997,208.474
Morocco,MAR,1998,175.597
Morocco,MAR,1999,80.535
Morocco,MAR,2000,75.441
Morocco,MAR,2001,101.203
Morocco,MAR,2002,96.441
Morocco,MAR,2003,150.439
Morocco,MAR,2004,160.927
Morocco,MAR,2005,103.433
Morocco,MAR,2006,101.158
Morocco,MAR,2007,100.663
Morocco,MAR,2008,101.625
Morocco,MAR,2009,243.168
Morocco,MAR,2010,332.674
Morocco,MAR,2011,213.258
Morocco,MAR,2012,182.796
Morocco,MAR,2013,303.745
Morocco,MAR,2014,265.065
Morocco,MAR,2015,321.851
Morocco,MAR,2016,333.43
Morocco,MAR,2017,325.657
Morocco,MAR,2018,447.307
Morocco,MAR,2019,512.155
Morocco,MAR,2020,542.627
Netherlands,NLD,1965,0
Netherlands,NLD,1966,0
Netherlands,NLD,1967,0
Netherlands,NLD,1968,6.121
Netherlands,NLD,1969,68.067
Netherlands,NLD,1970,78.621
Netherlands,NLD,1971,85.565
Netherlands,NLD,1972,68.129
Netherlands,NLD,1973,229.152
Netherlands,NLD,1974,671.177
Netherlands,NLD,1975,840.036
Netherlands,NLD,1976,955.389
Netherlands,NLD,1977,915.135
Netherlands,NLD,1978,1047.027
Netherlands,NLD,1979,907.262
Netherlands,NLD,1980,1025.636
Netherlands,NLD,1981,926.268
Netherlands,NLD,1982,808.741
Netherlands,NLD,1983,738.659
Netherlands,NLD,1984,717.268
Netherlands,NLD,1985,831.194
Netherlands,NLD,1986,908.37
Netherlands,NLD,1987,806.129
Netherlands,NLD,1988,851.344
Netherlands,NLD,1989,930.183
Netherlands,NLD,1990,800.549
Netherlands,NLD,1991,787.539
Netherlands,NLD,1992,882.832
Netherlands,NLD,1993,923.864
Netherlands,NLD,1994,947.79
Netherlands,NLD,1995,977.117
Netherlands,NLD,1996,1070.007
Netherlands,NLD,1997,787.797
Netherlands,NLD,1998,1085.871
Netherlands,NLD,1999,1115.122
Netherlands,NLD,2000,1205.476
Netherlands,NLD,2001,1255.295
Netherlands,NLD,2002,1343.361
Netherlands,NLD,2003,1342.979
Netherlands,NLD,2004,1519.577
Netherlands,NLD,2005,1883.959
Netherlands,NLD,2006,1904.224
Netherlands,NLD,2007,2130.008
Netherlands,NLD,2008,2373.828
Netherlands,NLD,2009,2639.943
Netherlands,NLD,2010,2531.816
Netherlands,NLD,2011,2827.692
Netherlands,NLD,2012,2783.202
Netherlands,NLD,2013,2561.515
Netherlands,NLD,2014,2642.834
Netherlands,NLD,2015,2946.96
Netherlands,NLD,2016,3055.269
Netherlands,NLD,2017,3373.114
Netherlands,NLD,2018,3652.055
Netherlands,NLD,2019,4364.566
Netherlands,NLD,2020,5867.517
New Zealand,NZL,1965,12020.797
New Zealand,NZL,1966,12669.307
New Zealand,NZL,1967,12698.183
New Zealand,NZL,1968,13263.86
New Zealand,NZL,1969,12979.27
New Zealand,NZL,1970,13742.505
New Zealand,NZL,1971,15142.803
New Zealand,NZL,1972,15664.947
New Zealand,NZL,1973,15182.922
New Zealand,NZL,1974,15475.61
New Zealand,NZL,1975,16625.888
New Zealand,NZL,1976,15400.519
New Zealand,NZL,1977,14571.104
New Zealand,NZL,1978,15395.112
New Zealand,NZL,1979,17720.874
New Zealand,NZL,1980,18553.306
New Zealand,NZL,1981,18694.273
New Zealand,NZL,1982,17382.616
New Zealand,NZL,1983,18501.56
New Zealand,NZL,1984,19011.588
New Zealand,NZL,1985,18187.488
New Zealand,NZL,1986,20144.555
New Zealand,NZL,1987,19873.923
New Zealand,NZL,1988,20612.231
New Zealand,NZL,1989,20513.173
New Zealand,NZL,1990,21084.733
New Zealand,NZL,1991,20699.022
New Zealand,NZL,1992,18914.867
New Zealand,NZL,1993,20555.568
New Zealand,NZL,1994,21906.799
New Zealand,NZL,1995,22840.45
New Zealand,NZL,1996,21533.234
New Zealand,NZL,1997,19239.148
New Zealand,NZL,1998,20867.882
New Zealand,NZL,1999,19110.306
New Zealand,NZL,2000,20179.834
New Zealand,NZL,2001,17743.059
New Zealand,NZL,2002,19513.175
New Zealand,NZL,2003,18206.176
New Zealand,NZL,2004,20443.536
New Zealand,NZL,2005,17933.58
New Zealand,NZL,2006,17933.688
New Zealand,NZL,2007,17981.963
New Zealand,NZL,2008,17362.594
New Zealand,NZL,2009,18881.763
New Zealand,NZL,2010,19576.189
New Zealand,NZL,2011,19859.72
New Zealand,NZL,2012,18364.827
New Zealand,NZL,2013,18287.225
New Zealand,NZL,2014,19242.739
New Zealand,NZL,2015,19465.612
New Zealand,NZL,2016,19902.337
New Zealand,NZL,2017,18973.589
New Zealand,NZL,2018,19372.007
